IPODate,CompanyName,StockCode,IPOValue,IPOPrice
2020-09-24,Corsair Gaming Inc,CRSR,238.0M,17
2020-09-24,Goodrx Holdings Inc,GDRX,1.1B,33
2020-09-24,Laird Superfood Inc,LSF,48.4M,22
2020-09-24,Fg New America Acquisition Corp,FGNA_u,225.0M,10
2020-09-24,Bentley Systems Inc,BSY,236.5M,22
2020-09-24,Taysha Gene Therapies Inc,TSHA,131.6M,20
2020-09-24,Graybug Vision Inc,GRAY,75.0M,16
2020-09-24,Orphazyme,ORPH,100.0M,13.13
2020-09-24,Pmv Pharmaceuticals Inc,PMVP,132.3M,18
2020-09-24,Prelude Therapeutics Inc,PRLD,158.2M,19
2020-09-24,Via Optronics Ag,VIAO,93.8M,15
2020-09-24,Vpc Impact Acquisition Holdings,VIHAU,200.0M,10
2020-09-18,North Mountain Merger Corp,NMMCU,115.0M,10
2020-09-18,Alpha Healthcare Acq Corp,AHACU,100.0M,10
2020-09-17,Jfrog Ltd,FROG,509.0M,44
2020-09-17,Pactiv Evergreen Inc,PTVE,574.4M,14
2020-09-17,Sumo Logic Inc,SUMO,325.6M,22
2020-09-17,Vitru Ltd,VTRU,179.7M,16
2020-09-17,Broadstone Acquisition Corp,BSN_u,300.0M,10
2020-09-17,Ribbit Leap Ltd,LEAP_u,350.0M,10
2020-09-17,American Well Corp,AMWL,630.0M,18
2020-09-17,Broadstone Net Lease Inc,BNL,569.5M,17
2020-09-17,Dyne Therapeutics Inc,DYN,195.7M,19
2020-09-17,Metacrine Inc,MTCR,85.0M,13
2020-09-17,Outset Medical Inc,OM,205.2M,27
2020-09-17,Snowflake Inc,SNOW,3.4B,120
2020-09-17,Stepstone Group Inc,STEP,315.0M,18
2020-09-17,Unity Software Inc,U,1.3B,52
2020-09-17,Jupiter Acquisition Corp,JAQCU,200.0M,10
2020-09-17,Athira Pharma Inc,ATHA,170.0M,17
2020-09-17,Compass Pathways Plc,CMPS,113.9M,17
2020-09-17,Equity Distribution Acquisition,EQD_u,300.0M,10
2020-09-17,Executive Network Partnering Corp,ENPC_u,300.0M,25
2020-09-17,Sandbridge Acquisition Corp,SBG_u,200.0M,10
2020-09-17,Software Acquisition Group Inc II,SAIIU,150.0M,10
2020-09-10,Brookline Capital Acquisition Corp,BCACU,50.0M,10
2020-09-10,Highcape Capital Acquisition Corp,CAPAU,100.0M,10
2020-09-10,Prime Impact Acquisition I,PIAI_u,300.0M,10
2020-09-10,Starboard Value Acquisition Corp,SVACU,360.0M,10
2020-09-10,Cohn Robbins Holdings Corp,CRHC_u,720.0M,10
2020-09-04,Tailwind Acquisition Corp,TWND_u,300.0M,10
2020-09-03,Csr Acquisition,CSRA_u,300.0M,10
2020-09-03,Ftac Olympus Acquisition,FTOCU,750.0M,10
2020-09-03,Hitek Global,HKIT,20.0M,5
2020-09-03,Navsight Holdings,NSH_u,200.0M,10
2020-09-03,Pmv Consumer Acquisition Corp,PMVC_u,175.0M,10
2020-09-03,Twc Tech Holdings II,TWCTU,525.0M,10
2020-09-03,Cm Life Sciences Inc,CMLFU,350.0M,10
2020-09-03,Industrial Tech Acquisitions Inc,ITACU,75.0M,10
2020-09-03,Bctg Acquisition Corp,BCTG,145.0M,10
2020-09-03,Insu Acquisition Corp II,INAQU,200.0M,10
2020-12-31,Benessere Capital Acquisition Corp,BENEU,100.0M,10
2020-12-31,Medirom Healthcare Technologies Inc,MRM,10.7M,15
2020-12-24,Pharming Group NV,PHAR,10.9M,12.1
2020-12-24,Ventoux Ccm Acquisition Corp,VTAQU,150.0M,10
2020-12-17,Oriental Culture Holding Ltd,OCG,20.3M,4
2020-12-17,Upstart Holdings Inc,UPST,240.3M,20
2020-12-17,Bioatla,BCAB,169.2M,18
2020-12-17,Midwest Holding,MDWT,70.0M,70
2020-12-17,Contextlogic,WISH,1.1B,24
2020-12-17,908 Devices Inc,MASS,125.0M,20
2020-12-17,Americas Technology Acquisition Cor,ATA_u,100.0M,10
2020-12-17,Churchill Capital V,CCV_u,400.0M,10
2020-12-17,Dune Acquisition,DUNEU,130.0M,10
2020-12-17,Marquee Raine Acquisition,MRACU,325.0M,10
2020-12-17,Scopus Biopharma Inc,SCPS,5.5M,5.5
2020-12-17,Blue Water Acquisition,BLUWU,50.0M,10
2020-12-17,Wunong Net Technology Co,WNW,30.0M,5
2020-12-17,Golden Falcon Acquisition Corp,GFX_u,250.0M,10
2020-12-17,Medtech Acquisition Corp,MTACU,200.0M,10
2020-12-17,Seven Oaks Acquisition Corp,SVOKU,200.0M,10
2020-12-17,Virios Therapeutics Llc,VIRI,30.0M,10
2020-12-17,Scion Tech Growth I,SCOAU,500.0M,10
2020-12-17,Corner Growth Acquisition Corp,COOLU,300.0M,10
2020-12-10,Airbnb Inc,ABNB,3.5B,68
2020-12-10,Doordash Inc,DASH,3.4B,102
2020-12-10,Hydrofarm Holdings Group Inc,HYFM,173.3M,20
2020-12-10,Pubmatic Inc,PUBM,118.0M,20
2020-12-10,C3 Ai Inc,AI,651.0M,42
2020-12-10,Vivos Therapeutics Inc,VVOS,20.0M,6
2020-12-10,Certara Inc,CERT,561.0M,23
2020-12-10,Concord Acquisition Corp,CND_u,200.0M,10
2020-12-10,4D Molecular Therapeutics,FDMT,109.5M,23
2020-12-10,Abcellera Biologics,ABCL,460.0M,20
2020-12-10,Cbre Acquisition Holdings,CBAH_u,350.0M,10
2020-12-10,Edtechx Holdings Acquisition II,EDTXU,100.0M,10
2020-12-10,Nanobiotix,NBTX,87.8M,13.5
2020-12-10,Altitude Acquisition Corp,ALTUU,250.0M,10
2020-12-09,HumanCo Acquisition Corp,HMCOU,250.0M,10
2020-12-04,Proptech Investment II Corp,PTICU,175.0M,10
2020-12-03,Seaport Global Acquisition Corp,SGAMU,125.0M,10
2020-12-03,17 Education Technology Group,YQ,287.7M,10.5
2020-12-03,Docebo Inc,DCBO,125.0M,52.21
2020-12-03,Highland Transcend Partners I,HTPA_u,250.0M,10
2020-12-03,Kinnate Biopharma Inc,KNTE,230.0M,20
2020-12-03,Live Oak Acquisition II Corp,LOKB_u,200.0M,10
2020-12-03,Seer Inc,SEER,167.7M,19
2020-12-03,Sigilon Therapeutics Inc,SGTX,100.8M,18
2020-12-03,Silverback Therapeutics Inc,SBTX,146.0M,21
2020-11-25,Genesis Park Acquisition,GNPK_u,150.0M,10
2020-11-25,Ozon Holdings Plc,OZON,900.0M,30
2020-11-25,Spring Valley Acquisition,SVSVU,200.0M,10
2020-11-24,Tiga Acquisition,TINV_u,240,10
2020-11-19,Maravai Lifesciences Holdings Inc,MRVI,1.4B,27
2020-11-19,Neogames Sa,NGMS,81.7M,17
2020-11-19,Sotera Health Co,SHC,1.1B,23
2020-11-19,Telos Corp,TLS,210.0M,17
2020-11-19,Yatsen Holding,YSG,616.9M,10.5
2020-11-19,Consonance Hfw Acquisition Corp,CHFW_u,80.0M,10
2020-11-19,L F Acquisition Corp,LNFA_u,150.0M,10
2020-11-19,Olema Pharmaceuticals Inc,OLMA,190.0M,19
2020-11-19,Population Health Investment Co Inc,PHICU,150.0M,10
2020-11-19,Aequi Acquisition Corp,ARBGU,200.0M,10
2020-11-19,Zanite Acquisition Corp,ZNTEU,200.0M,10
2020-11-19,Dragoneer Growth Opportunities II,DGNS,200.0M,10
2020-11-19,Cascade Acquisition,CAS_u,200.0M,10
2020-11-19,Omnichannel Acquisition,OCA_u,250.0M,10
2020-11-12,Inhibikase Therapeutics Inc,IKT,27.3M,10.00-12.00
2020-11-12,Compass Therapeutics Inc,CMPX,54.0M,5.00-6.00
2020-11-12,Natural Order Acquisition Corp,NOACU,200.0M,10
2020-11-12,HF Enterprises Inc,HFEN,18.2M,6.00-7.00
2020-11-12,Thayer Ventures Acquisition Corp,TVACU,175.0M,10
2020-11-12,Ts Innovation Acquisitions Corp,TSIAU,300.0M,10
2020-11-12,Edoc Acquisition Corp,ADOCU,100.0M,10
2020-11-12,Kingswood Acquisition Corp,KWAC_u,100.0M,10
2021-04-30,Velocity Merger Corp,VEMCU,250.0M,10
2021-04-29,Aveanna Healthcare Holdings Inc,AVAH,458.8M,12
2021-04-29,Endeavor Group Holdings Inc,EDR,511.2M,24
2021-04-29,Ftc Solar Inc,FTCI,239.5M,13
2021-04-29,Fortegra Group Llc,FRF,141.1M,15.00-17.00
2021-04-29,Privia Health Group Inc,PRVA,448.5M,23
2021-04-29,Vaccitech,VACC,110.5M,17
2021-04-29,Transcode Therapeutics Inc,RNAZ,27.8M,8.00-10.00
2021-04-29,Werewolf Therapeutics Inc,HOWL,100.0M,16
2021-04-29,Alfi Inc,ALF,21.0M,5.00-7.00
2021-04-29,Tradeup Global Corp,TUGCU,40.0M,10
2021-04-22,Doubleverify Holdings Inc,DV,360.0M,27
2021-04-22,Knowbe4 Inc,KNBE,189.1M,16
2021-04-22,Skywater Technology Inc,SKYT,81.2M,14
2021-04-22,Uipath Inc,PATH,1.2B,56
2021-04-22,Agiliti Inc,AGTI,368.4M,14
2021-04-22,Latham Group Inc,SWIM,380.0M,19
2021-04-22,Neuropace Inc,NPCE,90.3M,17
2021-04-22,Zymergen Inc,ZY,421.6M,31
2021-04-22,Impel Neuropharma Inc,IMPL,80.0M,15
2021-04-22,Rain Therapeutics Inc,RAIN,125.0M,17
2021-04-22,Treace Medical Concepts Inc,TMCI,159.4M,17
2021-04-20,Infobird Co Ltd,IFBD,25.0M,4
2021-04-16,Troika Media Group Inc,TRKA,15.0M,4.5
2021-04-15,Alkami Technology Inc,ALKT,180.0M,30
2021-04-15,Coinbase Global Inc,COIN,23.0B,200
2021-04-15,Agilon Health Inc,AGL,1.1B,23
2021-04-15,Applovin Corp,APP,2.0B,80
2021-04-15,Karat Packaging Inc,KRT,63.2M,16
2021-04-15,Tusimple Holdings Inc,TSP,1.4B,40
2021-04-15,Akoya Biosciences Inc,AKYA,131.6M,20
2021-04-15,Biomea Fusion Inc,BMEA,127.5M,17
2021-04-15,Esports Technologies Inc,EBET,12.0M,6
2021-04-15,Recursion Pharmaceuticals Inc,RXRX,324.0M,18
2021-04-15,Tpg Pace Beneficial II Corp,YTPG,350.0M,10
2021-04-08,Smart Share Global Ltd,EM,148.8M,8.5
2021-04-08,Chardan Nextech Acquisition Corp,CNAQU,200.0M,10
2021-04-08,Ace Global Business Acquisition Ltd,ACBAU,40.0M,10
2021-04-08,Cm Life Sciences III Inc,CMLTU,400.0M,10
2021-04-08,Reneo Pharmaceuticals Inc,RPHM,93.8M,15
2021-04-08,Vectivbio Holding Ag,VECT,127.5M,17
2021-04-08,Big Sky Growth Partners Inc,BSKYU,300.0M,10
2021-04-08,Panacea Acquisition II Corp,PANA,150.0M,10
2021-04-08,Tcv Acquisition Corp,TCVA,350.0M,10
2021-04-08,Utime Ltd,UTME,15.0M,4
2021-04-08,Model Performance Acquisition Corp,MPACU,50.0M,10
2021-04-01,Compass Inc,COMP,648.0M,18
2021-04-01,Coursera Inc,COUR,519.1M,33
2021-04-01,Frontier Group Holdings Inc,FRNT,570.0M,19
2021-04-01,Hywin Holdings Ltd,HYW,38.0M,10
2021-04-01,Karooooo Ltd,KARO,190.1M,47.52
2021-04-01,Achilles Therapeutics Plc,ACHL,175.5M,18
2021-04-01,Intermedia Cloud Communications Inc,INTM,318.4M,23.00-26.00
2021-04-01,Advancit Acquisition I Corp,AACOU,350.0M,10
2021-04-01,Rmg Acquisition IV Corp,RMGDU,275.0M,10
2021-04-01,Belong Acquisition Corp,BLNGU,150.0M,10
2021-03-25,Afc Gamma Inc,AFCG,118.8M,19
2021-03-25,Acv Auctions Inc,ACVA,413.8M,25
2021-03-25,Cricut Inc,CRCT,306.3M,20
2021-03-25,Digitalocean Holdings Inc,DOCN,775.5M,47
2021-03-25,Diversey Holdings Ltd,DSEY,692.3M,15
2021-03-25,Semrush Holdings Inc,SEMR,235.2M,14
2021-03-25,Thredup Inc,TDUP,168.0M,14
2021-03-25,Vizio Holding Corp,VZIO,317.5M,21
2021-03-25,Alignment Healthcare Llc,ALHC,489.6M,18
2021-03-25,Design Therapeutics Inc,DSGN,240.0M,20
2021-03-25,Edgewise Therapeutics Inc,EWTX,200.0M,20
2021-03-25,Ikena Oncology Inc,IKNA,125.0M,16
2021-03-25,Khosla Ventures Acquisition II Corp,KVSB,400.0M,10
2021-03-25,Khosla Ventures Acquisition III Cor,KVSC,500.0M,10
2021-03-25,Lava Therapeutics Bv,LVRX,107.2M,14.00-16.00
2021-03-25,Olink Holding Ab,OLK,352.9M,20
2021-03-25,Zhihu Inc,ZH,522.5M,9.5
2021-03-25,Magnum Opus Acquisition Ltd,OPA_u,200.0M,-
2021-03-18,Universe Pharmaceuticals Inc,UPC,25.0M,5
2021-03-18,Olo Inc,OLO,450.0M,25
2021-03-18,Sun Country Airlines Holdings Inc,SNCY,218.2M,24
2021-03-18,Vine Energy Inc,VEI,262.5M,14
2021-03-18,Connect Biopharma Holdings Ltd,CNTB,159.4M,17
2021-03-18,Gain Therapeutics Inc,GANX,40.0M,11
2021-03-18,Glass Houses Acquisition Corp,GLHAU,200.0M,10
2021-03-18,Duckhorn Portfolio Inc,NAPA,300.0M,15
2021-03-18,Tuya Inc,TUYA,915.4M,21
2021-03-18,Alpha Healthcare Acquisition III,ALPAU,150.0M,10
2021-03-18,Instil Bio Inc,TIL,278.0M,20
2021-03-18,Research Alliance II Corp,RACB,130.0M,10
2021-03-18,Movano Inc,MOVE,36.0M,5
2021-03-11,Roblox Corp,RBLX,9.0B,45
2021-03-11,Coupang Inc,CPNG,4.2B,35
2021-03-11,First High School Education Gr Co,FHS,75.0M,10
2021-03-11,Hayward Holdings Inc,HAYW,684.7M,17
2021-03-11,Joann Inc,JOAN,131.3M,12
2021-03-11,Agile Growth Corp,AGGRU,300.0M,10
2021-03-11,Colonnade Acquisition II Corp,CLAA_u,300.0M,10
2021-03-11,Longboard Pharmaceuticals Inc,LBPH,80.0M,16
2021-03-11,Meatech 3d,MITC,25.0M,15.1
2021-03-11,Jowell Global Ltd,JWEL,26.0M,7
2021-03-11,Prometheus Biosciences Inc,RXDX,139.7M,19
2021-03-04,Oscar Health Inc,OSCR,1.2B,39
2021-03-04,Innovage Holding Corp,INNV,350.0M,21
2021-03-04,Isos Acquisition Corp,ISOS_u,200.0M,10
2021-03-04,Khosla Ventures Acquisition Co,KVSA,300.0M,10
2021-02-25,Mcap Acquisition Corp,MACQU,250.0M,10
2021-02-25,Boa Acquisition Corp,BOAS_u,175.0M,10
2021-02-25,Gores Holdings VIII Inc,GIIXU,300.0M,10
2021-02-25,Hudson Executive Investment III Cor,HIIIU,500.0M,10
2021-02-25,Roth Ch Acquisition III Corp,ROCRU,150.0M,10
2021-02-25,Score Media and Gaming,SCR,182.6M,36.52
2021-02-18,Medicus Sciences Acquisition Corp,MSACU,80.0M,10
2021-02-18,Abg Acquisition I Corp,ABGI,120.0M,10
2021-02-18,New Vista Acquisition Corp,NVSAU,200.0M,10
2021-02-18,Pathfinder Acquisition Corp,PFDRU,275.0M,10
2021-02-18,Alpha Capital Acquisition Co,ASPCU,200.0M,10
2021-02-11,Loandepot Inc,LDI,210.0M,14
2021-02-11,Adagene Inc,ADAG,139.7M,19
2021-02-11,Apria Inc,APR,150.0M,20
2021-02-11,Biophytis,BPTS,20.1M,16.75
2021-02-11,Bumble Inc,BMBL,1.5B,43
2021-02-11,Progress Acquisition Corp,PGRWU,125.0M,10
2021-02-11,Signify Health Inc,SGFY,564.0M,24
2021-02-11,Viant Technology Inc,DSP,187.5M,25
2021-02-11,Bioventus Inc,BVS,95.6M,13
2021-02-11,Decibel Therapeutics Inc,DBTX,105.9M,18
2021-02-11,Longeveron LLC,LGVN,22.7M,10
2021-02-11,NexImmune Inc,NEXI,79.7M,17
2021-02-11,Talis Biomedical Corp,TLIS,160.0M,16
2021-02-09,Global Internet of People Inc,SDH,26.9M,4
2021-02-04,Atotech,ATC,580.5M,17
2021-02-04,Evaxion Biotech,EVAX,27.5M,10
2021-02-04,On24 Inc,ONTF,430.0M,50
2021-02-04,Telus International Inc,TIXT,833.3M,25
2021-02-04,Landos Biopharma Inc,LABP,100.0M,16
2021-02-04,Sana Biotechnology Inc,SANA,375.0M,25
2021-02-04,Angion Biomedica Corp,ANGN,80.0M,16
2021-02-04,Bolt Biotherapeutics,BOLT,176.5M,20
2021-02-04,Immunocore Holdings Ltd,IMCR,216.7M,26
2021-02-04,Lucira Health Inc,LHDX,132.8M,17
2021-02-04,Pharvaris Bv,PHVS,139.0M,20
2021-02-04,Sensei Biotherapeutics Inc,SNSE,111.8M,19
2021-02-04,Terns Pharmaceuticals Inc,TERN,106.3M,17
