IPO Date,Symbol,Company Name,IPO Price,Current,Return
"Jun 26, 2020",API,"Agora, Inc.",$20.00,$3.24,-83.80%
"Jun 26, 2020",FUSN,Fusion Pharmaceuticals Inc.,$17.00,$4.49,-73.59%
"Jun 26, 2020",EBON,Ebang International Holdings Inc.,$5.23,$7.35,40.54%
"Jun 26, 2020",PYPD,PolyPid Ltd.,$16.00,$0.36,-97.75%
"Jun 26, 2020",AKUS,"Akouos, Inc.",$17.00,$13.29,-21.82%
"Jun 26, 2020",KCAC,Kensington Capital Acquisition Corp.,$10.00,$23.50,135.00%
"Jun 26, 2020",FUSE,Fusion Acquisition Corp.,$10.00,$10.00,-
"Jun 24, 2020",BRLI,Brilliant Acquisition Corporation,$10.00,$11.35,13.50%
"Jun 19, 2020",RPTX,Repare Therapeutics Inc.,$20.00,$11.42,-42.90%
"Jun 19, 2020",GTH,Genetron Holdings Limited,$16.00,$0.95,-94.06%
"Jun 19, 2020",BIOR,"Biora Therapeutics, Inc.",$15.00,$3.81,-74.60%
"Jun 19, 2020",NUZE,"NuZee, Inc.",$9.00,$9.92,10.22%
"Jun 19, 2020",FMTX,"Forma Therapeutics Holdings, Inc.",$20.00,$20.01,0.05%
"Jun 17, 2020",TREB,Trebia Acquisition Corp.,$10.00,$9.22,-7.80%
"Jun 16, 2020",RPRX,Royalty Pharma plc,$28.00,$30.95,10.54%
"Jun 12, 2020",PCVX,"Vaxcyte, Inc.",$16.00,$54.06,237.88%
"Jun 12, 2020",AZEK,The AZEK Company Inc.,$23.00,$27.67,20.30%
"Jun 12, 2020",RNA,"Avidity Biosciences, Inc.",$18.00,$11.40,-36.67%
"Jun 12, 2020",GBIO,Generation Bio Co.,$19.00,$5.67,-70.16%
"Jun 12, 2020",BNR,Burning Rock Biotech Limited,$16.50,$2.22,-86.55%
"Jun 11, 2020",LTRN,Lantern Pharma Inc.,$15.00,$5.12,-65.87%
"Jun 10, 2020",UCL,uCloudlink Group Inc.,$18.00,$3.16,-82.44%
"Jun 9, 2020",VRM,"Vroom, Inc.",$22.00,$1.28,-94.18%
"Jun 5, 2020",LEGN,Legend Biotech Corporation,$23.00,$74.28,222.96%
"Jun 5, 2020",FOUR,"Shift4 Payments, Inc.",$23.00,$61.74,168.43%
"Jun 5, 2020",DADA,Dada Nexus Limited,$16.00,$5.56,-65.25%
"Jun 5, 2020",CALT,Calliditas Therapeutics AB (publ),$19.50,$17.94,-8.00%
"Jun 5, 2020",AMTI,Applied Molecular Transport Inc.,$14.00,$0.26,-98.14%
"Jun 5, 2020",MCAC,Mountain Crest Acquisition Corp.,$10.00,$13.34,33.40%
"Jun 5, 2020",ARYB,ARYA Sciences Acquisition II,$10.00,$10.10,1.00%
"Jun 4, 2020",ZI,ZoomInfo Technologies Inc.,$21.00,$23.99,14.24%
"Jun 3, 2020",WMG,Warner Music Group Corp.,$25.00,$26.07,4.28%
"Jun 3, 2020",PLRX,"Pliant Therapeutics, Inc.",$16.00,$20.84,30.25%
"May 27, 2020",WPF,Foley Trasimene Acquisition Corp.,$10.00,$9.75,-2.50%
"May 22, 2020",NARI,"Inari Medical, Inc.",$19.00,$58.50,207.89%
"May 21, 2020",SLQT,"SelectQuote, Inc.",$20.00,$1.71,-91.45%
"May 21, 2020",LGVW,Longview Acquisition Corp.,$10.00,$23.05,130.50%
"May 20, 2020",BMRG,B. Riley Principal Merger II,$10.00,$10.68,6.80%
"May 15, 2020",ADCT,ADC Therapeutics SA,$19.00,$2.05,-89.21%
"May 15, 2020",NOVS,Novus Capital Corp.,$10.00,$24.95,149.50%
"May 14, 2020",GIK,"GigCapital3, Inc.",$10.00,$7.82,-21.80%
"May 14, 2020",JWS,Jaws Acquisition Corporation,$10.00,$14.75,47.50%
"May 8, 2020",KC,Kingsoft Cloud Holdings Limited,$17.00,$5.53,-67.47%
"May 8, 2020",CLEU,China Liberal Education Holdings Limited,$6.00,$1.19,-80.17%
"May 8, 2020",AYLA,"Ayala Pharmaceuticals, Inc.",$15.00,$0.50,-96.64%
"May 6, 2020",LOAK,Live Oak Acquisition Corp.,$10.00,$24.20,142.00%
"May 6, 2020",SOAC,Sustainable Opportunities Acquisition Corp.,$10.00,$10.62,6.20%
"May 5, 2020",GAN,GAN Limited,$8.50,$1.34,-84.24%
"May 5, 2020",ROCH,Roth CH Acquisition I,$10.00,$28.90,189.00%
"May 1, 2020",LYRA,"Lyra Therapeutics, Inc.",$16.00,$4.33,-72.94%
"May 1, 2020",CGRO,Collective Growth Corp.,$10.00,$9.75,-2.50%
"Apr 30, 2020",FVAC,Fortress Value Acquisition,$10.00,$14.39,43.90%
"Apr 28, 2020",IPOB,Social Capital Hedosophia II,$10.00,$29.50,195.00%
"Apr 24, 2020",ORIC,"ORIC Pharmaceuticals, Inc.",$16.00,$6.49,-59.44%
"Apr 24, 2020",PCPL,CC Neuberger Principal Holdings I,$10.00,$10.98,9.80%
"Apr 24, 2020",CHAQ,Chardan Healthcare Acquisition 2 Corp.,$10.00,$8.41,-15.90%
"Apr 22, 2020",IPOC,Social Capital Hedosophia Holdings Corp. III,$10.00,$16.02,60.20%
"Apr 8, 2020",KROS,"Keros Therapeutics, Inc.",$16.00,$41.48,159.25%
"Apr 3, 2020",ZNTL,"Zentalis Pharmaceuticals, Inc.",$18.00,$29.00,61.11%
"Apr 1, 2020",WIMI,WiMi Hologram Cloud Inc.,$5.50,$1.13,-79.45%
"Mar 12, 2020",ELVN,"Enliven Therapeutics, Inc.",$16.00,$21.08,31.75%
"Mar 11, 2020",DFPH,DFP Healthcare Acquisitions Corp.,$10.00,$10.98,9.80%
"Mar 6, 2020",LSAC,LifeSci Acquisition Corp.,$10.00,$19.00,90.00%
"Mar 6, 2020",FEAC,Flying Eagle Acquisition,$10.00,$17.68,76.80%
"Mar 3, 2020",GFL,GFL Environmental Inc.,$19.00,$36.78,93.58%
"Feb 28, 2020",PASG,"Passage Bio, Inc.",$18.00,$0.83,-95.39%
"Feb 24, 2020",ZCMD,Zhongchao Inc.,$4.00,$1.19,-70.25%
"Feb 21, 2020",DMYT,dMY Technology Group,$10.00,$22.76,127.60%
"Feb 20, 2020",ESSC,East Stone Acquisition Corp.,$10.00,$7.30,-27.00%
"Feb 14, 2020",NBAC,Newborn Acquisition,$10.00,$15.52,55.20%
"Feb 14, 2020",CCXX,Churchill Capital III,$10.00,$9.84,-1.60%
"Feb 13, 2020",RVMD,"Revolution Medicines, Inc.",$17.00,$25.52,50.12%
"Feb 13, 2020",MEDS,"TRxADE HEALTH, Inc.",$6.50,$8.44,29.85%
"Feb 13, 2020",GRIL,"Muscle Maker, Inc.",$5.00,$1.24,-75.20%
"Feb 13, 2020",ZGYH,Yunhong International,$10.00,$10.28,2.80%
"Feb 12, 2020",HUIZ,Huize Holding Limited,$10.50,$1.29,-87.71%
"Feb 11, 2020",GNRS,The Greenrose Holding Company Inc.,$10.00,$0.26,-97.40%
"Feb 11, 2020",CCAC,CITIC Capital Acquisition Corp.,$10.00,$7.05,-29.50%
"Feb 7, 2020",ONEW,OneWater Marine Inc.,$12.00,$33.81,181.75%
"Feb 7, 2020",PFHD,Professional Holding Corp.,$18.50,$28.65,54.86%
"Feb 7, 2020",NREF,"NexPoint Real Estate Finance, Inc.",$19.00,$15.18,-20.11%
"Feb 6, 2020",SDGR,"Schrödinger, Inc.",$17.00,$42.37,149.24%
"Feb 6, 2020",BEAM,Beam Therapeutics Inc.,$17.00,$31.81,87.12%
"Feb 6, 2020",PPD,"PPD, Inc.",$27.00,$47.28,75.11%
"Feb 6, 2020",CSPR,"Casper Sleep, Inc.",$12.00,$6.78,-43.50%
"Jan 31, 2020",REYN,Reynolds Consumer Products Inc.,$26.00,$28.17,8.35%
"Jan 31, 2020",ONEM,"1Life Healthcare, Inc.",$14.00,$16.47,17.64%
"Jan 31, 2020",ARQT,"Arcutis Biotherapeutics, Inc.",$17.00,$8.78,-48.35%
"Jan 30, 2020",BDTX,"Black Diamond Therapeutics, Inc.",$19.00,$1.82,-90.42%
"Jan 30, 2020",FRES,Fresh2 Group Ltd.,$12.00,$4.29,-64.25%
"Jan 29, 2020",ANVS,"Annovis Bio, Inc.",$6.00,$14.46,141.00%
"Jan 24, 2020",SCVX,SCVX Corp.,$10.00,$10.01,0.10%
"Jan 24, 2020",GHIV,"Gores Holdings IV, Inc.",$10.00,$11.54,15.40%
"Jan 17, 2020",VEL,"Velocity Financial, Inc.",$13.00,$12.50,-3.85%
"Jan 17, 2020",IMAB,I-Mab,$14.00,$3.05,-78.21%
"Jan 17, 2020",LIZI,Lizhi Inc.,$11.00,$1.02,-90.73%
"Jan 17, 2020",DNK,Phoenix Tree Holdings Ltd.,$13.50,$2.37,-82.44%
"Dec 30, 2021",GMFI,Aetherium Acquisition Corp.,$10.00,$10.54,5.35%
"Dec 28, 2021",WTMA,Welsbach Technology Metals Acquisition Corp.,$10.00,$10.57,5.70%
"Dec 27, 2021",AOGO,Arogo Capital Acquisition Corp.,$10.00,$10.54,5.40%
"Dec 22, 2021",GDNR,Gardiner Healthcare Acquisitions Corp.,$10.00,$10.90,9.00%
"Dec 22, 2021",NXGL,"NEXGEL, Inc.",$5.50,$2.66,-51.64%
"Dec 21, 2021",LSPR,Larkspur Health Acquisition Corp.,$10.00,$22.50,125.00%
"Dec 21, 2021",NVAC,NorthView Acquisition Corporation,$10.00,$10.40,4.00%
"Dec 21, 2021",SAGA,Sagaliam Acquisition Corp.,$10.00,$11.89,18.90%
"Dec 17, 2021",APCA,AP Acquisition Corp.,$10.00,$10.76,7.60%
"Dec 17, 2021",RCAC,Revelstone Capital Acquisition Corp.,$10.00,$10.33,3.30%
"Dec 16, 2021",EMLD,FTAC Emerald Acquisition Corp.,$10.00,$10.35,3.50%
"Dec 16, 2021",CFFS,CF Acquisition Corp. VII,$10.00,$10.54,5.40%
"Dec 16, 2021",ADRT,Ault Disruptive Technologies Corporation,$10.00,$10.98,9.80%
"Dec 16, 2021",SANG,Sangoma Technologies Corporation,$22.68,$3.95,-82.60%
"Dec 16, 2021",SHAP,Spree Acquisition Corp. 1 Limited,$10.00,$10.57,5.70%
"Dec 16, 2021",IMMX,"Immix Biopharma, Inc.",$5.00,$2.61,-47.80%
"Dec 16, 2021",BNOX,Bionomics Limited,$15.45,$2.06,-86.67%
"Dec 15, 2021",IOT,Samsara Inc.,$23.00,$26.11,13.52%
"Dec 15, 2021",BFAC,Battery Future Acquisition Corp.,$10.00,$10.62,6.16%
"Dec 15, 2021",AHRN,Ahren Acquisition Corp.,$10.00,$10.49,4.90%
"Dec 15, 2021",EVE,EVe Mobility Acquisition Corp,$10.00,$10.42,4.20%
"Dec 15, 2021",IVCB,Investcorp Europe Acquisition Corp I,$10.00,$10.65,6.45%
"Dec 15, 2021",PRLH,Pearl Holdings Acquisition Corp,$10.00,$10.54,5.40%
"Dec 15, 2021",GNTA,Genenta Science S.p.A.,$11.50,$5.97,-48.09%
"Dec 15, 2021",IVCP,Swiftmerge Acquisition Corp.,$10.00,$10.32,3.20%
"Dec 14, 2021",KACL,Kairous Acquisition Corp. Limited,$10.00,$11.00,10.00%
"Dec 14, 2021",SIDU,"Sidus Space, Inc.",$5.00,$0.21,-95.90%
"Dec 14, 2021",VINE,"Fresh Vine Wine, Inc.",$10.00,$0.24,-97.60%
"Dec 13, 2021",BRKH,Burtech Acquisition Corp.,$10.00,$10.42,4.20%
"Dec 13, 2021",ALSA,Alpha Star Acquisition Corporation,$10.00,$10.70,7.00%
"Dec 10, 2021",XPDB,Power & Digital Infrastructure Acquisition II Corp.,$10.00,$10.39,3.90%
"Dec 10, 2021",ATEK,Athena Technology Acquisition Corp. II,$10.00,$10.36,3.60%
"Dec 10, 2021",GFGD,The Growth for Good Acquisition Corporation,$10.00,$10.43,4.25%
"Dec 10, 2021",PORT,Southport Acquisition Corporation,$10.00,$10.44,4.40%
"Dec 10, 2021",HAIA,Healthcare AI Acquisition Corp.,$10.00,$10.57,5.70%
"Dec 10, 2021",FRBN,Forbion European Acquisition Corp.,$10.00,$10.73,7.30%
"Dec 10, 2021",TCOA,Trajectory Alpha Acquisition Corp.,$10.00,$10.33,3.40%
"Dec 10, 2021",FXCO,Financial Strategies Acquisition Corp.,$10.00,$10.80,8.00%
"Dec 9, 2021",NU,Nu Holdings Ltd.,$9.00,$7.56,-16.00%
"Dec 9, 2021",HCP,"HashiCorp, Inc.",$80.00,$26.27,-67.16%
"Dec 9, 2021",HORI,Emerging Markets Horizon Corp.,$10.00,$10.40,4.00%
"Dec 9, 2021",GGAA,Genesis Growth Tech Acquisition Corp.,$10.00,$11.81,18.10%
"Dec 9, 2021",SCUA,Sculptor Acquisition Corp I,$10.00,$10.52,5.20%
"Dec 9, 2021",RJAC,Jackson Acquisition Company,$10.00,$10.39,3.90%
"Dec 9, 2021",TGAA,Target Global Acquisition I Corp.,$10.00,$10.67,6.70%
"Dec 9, 2021",WEL,Integrated Wellness Acquisition Corp,$10.00,$10.74,7.35%
"Dec 9, 2021",IGTA,Inception Growth Acquisition Limited,$10.00,$10.36,3.60%
"Dec 9, 2021",NRSN,NeuroSense Therapeutics Ltd.,$6.00,$1.56,-74.00%
"Dec 8, 2021",REFI,"Chicago Atlantic Real Estate Finance, Inc.",$16.00,$15.05,-5.94%
"Dec 8, 2021",CING,Cingulate Inc.,$6.00,$0.93,-84.58%
"Dec 7, 2021",MTVC,Motive Capital Corp II,$10.00,$10.51,5.10%
"Dec 7, 2021",DAOO,Crypto 1 Acquisition Corp.,$10.00,$10.13,1.30%
"Dec 7, 2021",APXI,APx Acquisition Corp. I,$10.00,$10.70,7.00%
"Dec 7, 2021",JWAC,Jupiter Wellness Acquisition Corp.,$10.00,$5.65,-43.50%
"Dec 7, 2021",GLLI,Globalink Investment Inc.,$10.00,$10.56,5.55%
"Dec 3, 2021",STET,ST Energy Transition I Ltd.,$10.00,$10.49,4.90%
"Dec 3, 2021",BIOS,BioPlus Acquisition Corp.,$10.00,$10.59,5.90%
"Dec 3, 2021",BPAC,Bullpen Parlay Acquisition Company,$10.00,$10.48,4.80%
"Dec 3, 2021",BOCN,Blue Ocean Acquisition Corp.,$10.00,$10.57,5.70%
"Dec 2, 2021",UTAA,UTA Acquisition Corporation,$10.00,$10.58,5.80%
"Dec 2, 2021",GEEX,Games & Esports Experience Acquisition Corp.,$10.00,$10.53,5.30%
"Dec 2, 2021",ROC,ROC Energy Acquisition Corp.,$10.00,$4.61,-49.10%
"Dec 1, 2021",PACI,PROOF Acquisition Corp I,$10.00,$10.53,5.30%
"Dec 1, 2021",ROCL,Roth Ch Acquisition V Co.,$10.00,$10.33,3.30%
"Dec 1, 2021",TLGY,TLGY Acquisition Corporation,$10.00,$10.80,8.00%
"Dec 1, 2021",CMCA,Capitalworks Emerging Markets Acquisition Corp,$10.00,$10.59,5.90%
"Nov 30, 2021",CNGL,Canna-Global Acquisition Corp,$10.00,$10.72,7.20%
"Nov 24, 2021",BRD,Beard Energy Transition Acquisition Corp.,$10.00,$10.48,4.80%
"Nov 24, 2021",MNTN,Everest Consolidator Acquisition Corporation,$10.00,$10.65,6.50%
"Nov 24, 2021",MKUL,"Molekule Group, Inc.",-,$2.40,-
"Nov 23, 2021",VHNA,Vahanna Tech Edge Acquisition I Corp.,$10.00,$10.62,6.20%
"Nov 23, 2021",MAAQ,Mana Capital Acquisition Corp.,$10.00,$5.99,-40.10%
"Nov 22, 2021",LGTO,Legato Merger Corp. II,$10.00,$8.94,-10.60%
"Nov 22, 2021",LAX,8i Acquisition 2 Corp.,$10.00,$4.30,-57.00%
"Nov 19, 2021",ZING,FTAC Zeus Acquisition Corp.,$10.00,$10.40,4.00%
"Nov 19, 2021",NFNT,Infinite Acquisition Corp.,$10.00,$10.55,5.50%
"Nov 19, 2021",CREC,Crescera Capital Acquisition Corp.,$10.00,$11.58,15.80%
"Nov 19, 2021",IFIN,InFinT Acquisition Corporation,$10.00,$10.76,7.60%
"Nov 19, 2021",FINW,FinWise Bancorp,$10.50,$9.00,-14.29%
"Nov 19, 2021",ALOR,ALSP Orchid Acquisition Corporation I,$10.00,$10.58,5.80%
"Nov 19, 2021",LITM,Snow Lake Resources Ltd.,$7.50,$2.44,-67.47%
"Nov 19, 2021",AHI,Advanced Human Imaging Limited,$10.50,$1.33,-87.33%
"Nov 18, 2021",SG,"Sweetgreen, Inc.",$28.00,$10.88,-61.14%
"Nov 18, 2021",BLEU,bleuacacia ltd,$10.00,$10.26,2.60%
"Nov 18, 2021",ARIZ,Arisz Acquisition Corp.,$10.00,$10.53,5.30%
"Nov 17, 2021",BRZE,"Braze, Inc.",$65.00,$40.14,-38.25%
"Nov 17, 2021",USER,"UserTesting, Inc.",$14.00,-,-
"Nov 17, 2021",SUAC,ShoulderUp Technology Acquisition Corp.,$10.00,$10.48,4.80%
"Nov 17, 2021",NETC,Nabors Energy Transition Corp.,$10.00,$10.63,6.30%
"Nov 17, 2021",IREN,Iris Energy Limited,$28.00,$4.60,-83.57%
"Nov 17, 2021",LFAC,LF Capital Acquisition Corp. II,$10.00,$10.65,6.50%
"Nov 17, 2021",SGII,Seaport Global Acquisition II Corp.,$10.00,$10.41,4.10%
"Nov 17, 2021",SEV,Sono Group N.V.,$15.00,$0.28,-98.16%
"Nov 16, 2021",ENCP,Energem Corp.,$10.00,$10.81,8.05%
"Nov 12, 2021",IRRX,Integrated Rail and Resources Acquisition Corp.,$10.00,$10.71,7.10%
"Nov 12, 2021",MYNA,Mynaric AG,$17.48,$6.30,-63.96%
"Nov 12, 2021",DERM,Journey Medical Corporation,$10.00,$1.82,-81.80%
"Nov 12, 2021",MCAG,Mountain Crest Acquisition Corp. V,$10.00,$10.35,3.50%
"Nov 12, 2021",BTBD,"BT Brands, Inc.",$5.00,$2.70,-45.98%
"Nov 11, 2021",WEAV,"Weave Communications, Inc.",$24.00,$9.13,-61.96%
"Nov 11, 2021",VAXX,"Vaxxinity, Inc.",$13.00,$2.51,-80.69%
"Nov 11, 2021",VMGA,VMG Consumer Acquisition Corp.,$10.00,$10.41,4.10%
"Nov 11, 2021",BLZE,"Backblaze, Inc.",$16.00,$4.29,-73.19%
"Nov 11, 2021",LGVC,LAMF Global Ventures Corp. I,$10.00,$10.50,5.00%
"Nov 11, 2021",LVLU,"Lulu's Fashion Lounge Holdings, Inc.",$16.00,$3.14,-80.38%
"Nov 11, 2021",BEAT,"HeartBeam, Inc.",$6.00,$2.44,-59.33%
"Nov 11, 2021",PIK,Kidpik Corp.,$8.50,$1.17,-86.24%
"Nov 11, 2021",TIVC,"Tivic Health Systems, Inc.",$5.00,$0.10,-97.96%
"Nov 11, 2021",WBEV,"Winc, Inc.",$13.00,$0.14,-
"Nov 10, 2021",RIVN,"Rivian Automotive, Inc.",$78.00,$13.53,-82.65%
"Nov 10, 2021",CINT,CI&T Inc,$15.00,$6.43,-57.13%
"Nov 10, 2021",EXFY,"Expensify, Inc.",$27.00,$7.61,-71.81%
"Nov 10, 2021",ACDI,Ascendant Digital Acquisition Corp. III,$10.00,$10.38,3.80%
"Nov 10, 2021",CBRG,Chain Bridge I,$10.00,$10.47,4.70%
"Nov 10, 2021",RCFA,RCF Acquisition Corp.,$10.00,$10.70,7.00%
"Nov 10, 2021",BCSA,Blockchain Coinvestors Acquisition Corp. I,$10.00,$10.64,6.40%
"Nov 10, 2021",BJDX,"Bluejay Diagnostics, Inc.",$10.00,$0.22,-97.80%
"Nov 10, 2021",AFAC,Arena Fortify Acquisition Corp.,$10.00,$10.27,2.70%
"Nov 9, 2021",DPCS,DP Cap Acquisition Corp I,$10.00,$10.52,5.20%
"Nov 9, 2021",GVCI,Green Visor Financial Technology Acquisition Corp. I,$10.00,$10.59,5.90%
"Nov 9, 2021",TCBX,"Third Coast Bancshares, Inc.",$25.00,$16.93,-32.28%
"Nov 9, 2021",APNC,Apeiron Capital Investment Corp.,$10.00,-,-
"Nov 9, 2021",OLIT,OmniLit Acquisition Corp.,$10.00,$10.50,5.00%
"Nov 9, 2021",SWAG,"Stran & Company, Inc.",$4.15,$1.43,-65.54%
"Nov 9, 2021",SOPA,Society Pass Incorporated,$9.00,$0.56,-93.78%
"Nov 9, 2021",HTAQ,Hunt Companies Acquisition Corp. I,$10.00,$10.19,1.90%
"Nov 5, 2021",RRAC,Rigel Resource Acquisition Corp.,$10.00,$10.69,6.90%
"Nov 5, 2021",SVNA,7 Acquisition Corporation,$10.00,$10.50,5.00%
"Nov 5, 2021",CIAN,Cian PLC,$16.00,$3.40,-78.75%
"Nov 5, 2021",MCAA,Mountain & Co. I Acquisition Corp.,$10.00,$10.86,8.60%
"Nov 5, 2021",NPAB,New Providence Acquisition Corp. II,$10.00,$10.70,7.00%
"Nov 5, 2021",RGF,"The Real Good Food Company, Inc.",$12.00,$3.20,-73.33%
"Nov 5, 2021",MYNZ,Mainz Biomed B.V.,$5.00,$4.49,-10.20%
"Nov 5, 2021",IQMD,Intelligent Medicine Acquisition Corp.,$10.00,$11.04,10.40%
"Nov 5, 2021",IOBT,"IO Biotech, Inc.",$14.00,$1.86,-86.71%
"Nov 4, 2021",EVO,Evotec SE,$26.16,$11.65,-55.47%
"Nov 4, 2021",ARHS,"Arhaus, Inc.",$13.00,$9.24,-28.92%
"Nov 4, 2021",NRDS,"NerdWallet, Inc.",$18.00,$10.32,-42.67%
"Nov 4, 2021",CDRE,"Cadre Holdings, Inc.",$13.00,$20.39,56.85%
"Nov 4, 2021",SHCA,Spindletop Health Acquisition Corp.,$10.00,$10.06,0.55%
"Nov 4, 2021",LGST,Semper Paratus Acquisition Corporation,$10.00,$10.60,6.00%
"Nov 4, 2021",TOAC,Talon 1 Acquisition Corp.,$10.00,$10.55,5.50%
"Nov 4, 2021",CNDB,Concord Acquisition Corp III,$10.00,$10.41,4.10%
"Nov 4, 2021",JUN,Juniper II Corp.,$10.00,$10.33,3.30%
"Nov 4, 2021",SZZL,Sizzle Acquisition Corp.,$10.00,$10.68,6.81%
"Nov 4, 2021",MPRA,Mercato Partners Acquisition Corporation,$10.00,$10.51,5.10%
"Nov 4, 2021",LION,Lionheart III Corp,$10.00,$6.44,-35.60%
"Nov 4, 2021",FNVT,Finnovate Acquisition Corp.,$10.00,$10.58,5.80%
"Nov 4, 2021",MDXH,MDxHealth SA,$13.46,$3.37,-74.96%
"Nov 4, 2021",DHAC,Digital Health Acquisition Corp.,$10.00,$11.43,14.30%
"Nov 3, 2021",CMTG,"Claros Mortgage Trust, Inc.",$18.65,$10.85,-41.82%
"Nov 3, 2021",TRAQ,Trine II Acquisition Corp.,$10.00,$10.50,5.00%
"Nov 3, 2021",MLAI,McLaren Technology Acquisition Corp.,$10.00,$10.39,3.90%
"Nov 3, 2021",BIRD,"Allbirds, Inc.",$15.00,$1.30,-91.33%
"Nov 3, 2021",TGVC,TG Venture Acquisition Corp.,$10.00,$10.49,4.90%
"Nov 3, 2021",ONYX,Onyx Acquisition Co. I,$10.00,$10.70,7.00%
"Nov 3, 2021",FRLA,Fortune Rise Acquisition Corporation,$10.00,$10.77,7.70%
"Nov 3, 2021",INTE,Integral Acquisition Corporation 1,$10.00,$10.50,5.00%
"Nov 1, 2021",LIAN,LianBio,$16.00,$2.41,-84.94%
"Nov 1, 2021",LIBY,Liberty Resources Acquisition Corp.,$10.00,$10.82,8.20%
"Nov 1, 2021",VSAC,Vision Sensing Acquisition Corp.,$10.00,$10.66,6.55%
"Oct 29, 2021",UDMY,"Udemy, Inc.",$29.00,$10.02,-65.45%
"Oct 29, 2021",HRT,HireRight Holdings Corporation,$19.00,$11.04,-41.89%
"Oct 29, 2021",TRDA,"Entrada Therapeutics, Inc.",$20.00,$14.74,-26.30%
"Oct 29, 2021",AURA,"Aura Biosciences, Inc.",$14.00,$12.60,-10.00%
"Oct 29, 2021",AIRS,"AirSculpt Technologies, Inc.",$11.00,$7.80,-29.09%
"Oct 29, 2021",PEGR,Project Energy Reimagined Acquisition Corp.,$10.00,$10.34,3.40%
"Oct 29, 2021",AEAE,AltEnergy Acquisition Corp.,$10.00,$10.33,3.30%
"Oct 29, 2021",SEDA,SDCL EDGE Acquisition Corporation,$10.00,$10.42,4.20%
"Oct 29, 2021",ARCK,Arbor Rapha Capital Bioholdings Corp. I,$10.00,$11.90,19.00%
"Oct 29, 2021",SONX,"Sonendo, Inc.",$12.00,$1.25,-89.58%
"Oct 29, 2021",CCTS,Cactus Acquisition Corp. 1 Limited,$10.00,$10.59,5.90%
"Oct 29, 2021",BFRI,Biofrontera Inc.,$5.00,$0.48,-90.45%
"Oct 28, 2021",GFS,GLOBALFOUNDRIES Inc.,$47.00,$57.69,22.74%
"Oct 28, 2021",FLNC,"Fluence Energy, Inc.",$28.00,$23.88,-14.71%
"Oct 28, 2021",DTC,"Solo Brands, Inc.",$17.00,$5.10,-70.00%
"Oct 28, 2021",ADAL,Anthemis Digital Acquisitions I Corp,$10.00,$10.47,4.70%
"Oct 28, 2021",FIAC,Focus Impact Acquisition Corp.,$10.00,$10.52,5.20%
"Oct 28, 2021",SCMA,Seaport Calibre Materials Acquisition Corp.,$10.00,$10.39,3.90%
"Oct 28, 2021",PCCT,Perception Capital Corp. II,$10.00,$11.21,12.10%
"Oct 27, 2021",INFA,Informatica Inc.,$29.00,$17.91,-38.24%
"Oct 27, 2021",AIP,"Arteris, Inc.",$14.00,$6.54,-53.29%
"Oct 27, 2021",PHYT,Pyrophyte Acquisition Corp.,$10.00,$10.67,6.70%
"Oct 27, 2021",LVAC,LAVA Medtech Acquisition Corp.,$10.00,$10.44,4.40%
"Oct 27, 2021",RENT,"Rent the Runway, Inc.",$21.00,$2.06,-90.19%
"Oct 27, 2021",IOAC,Innovative International Acquisition Corp.,$10.00,$10.90,9.00%
"Oct 27, 2021",USCT,TKB Critical Technologies 1,$10.00,$10.59,5.90%
"Oct 27, 2021",OHAA,OPY Acquisition Corp. I,$10.00,$10.25,2.50%
"Oct 27, 2021",DMAQ,Deep Medicine Acquisition Corp.,$10.00,$11.31,13.10%
"Oct 27, 2021",MRAI,"Marpai, Inc.",$4.00,$0.53,-86.75%
"Oct 22, 2021",ARIS,"Aris Water Solutions, Inc.",$13.00,$9.20,-29.23%
"Oct 22, 2021",MBSC,M3-Brigade Acquisition III Corp.,$10.00,$10.46,4.60%
"Oct 22, 2021",PGSS,Pegasus Digital Mobility Acquisition Corp.,$10.00,$10.65,6.50%
"Oct 22, 2021",ICNC,Iconic Sports Acquisition Corp.,$10.00,$10.63,6.30%
"Oct 22, 2021",XLO,"Xilio Therapeutics, Inc.",$16.00,$2.74,-82.88%
"Oct 22, 2021",UTRS,"Minerva Surgical, Inc.",$12.00,$0.26,-97.85%
"Oct 21, 2021",VTYX,"Ventyx Biosciences, Inc.",$16.00,$32.78,104.88%
"Oct 21, 2021",COCO,"The Vita Coco Company, Inc.",$15.00,$28.26,88.40%
"Oct 21, 2021",PX,"P10, Inc.",$12.00,$10.90,-9.17%
"Oct 21, 2021",PTLO,Portillo's Inc.,$20.00,$19.98,-0.10%
"Oct 21, 2021",ENFN,"Enfusion, Inc.",$17.00,$9.21,-45.82%
"Oct 21, 2021",RWAY,Runway Growth Finance Corp.,$14.60,$11.75,-19.52%
"Oct 21, 2021",GOGN,GoGreen Investments Corporation,$10.00,$10.72,7.20%
"Oct 21, 2021",NHIC,NewHold Investment Corp. II,$10.00,$10.26,2.60%
"Oct 21, 2021",THAC,Thrive Acquisition Corporation,$10.00,$10.36,3.55%
"Oct 21, 2021",ENER,Accretion Acquisition Corp.,$10.00,$10.38,3.75%
"Oct 21, 2021",XFIN,ExcelFin Acquisition Corp.,$10.00,$10.41,4.10%
"Oct 21, 2021",GTAC,Global Technology Acquisition Corp. I,$10.00,$10.39,3.90%
